t,total_ins_0,"f(0, 0)","f(0, 1)","f(0, 2)","f(0, 3)","f(0, 4)",Soma(0)
8.0300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.0400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.0500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.0600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.0700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.0800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.0900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.1900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.2900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.3900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.4900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.5900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.6900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.7900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.8900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
8.9900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.0900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.1900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.2900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.3900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.4900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.5900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.6900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.7900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.8900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
9.9900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
10.0000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
10.0000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
